ID,Ref_code,Precio,Ubicacion,Ciudad,Habitaciones,Banos,Superficie,Planta,Link,Portal_web,Fecha
3092,162875350,925,Horta - Guinardó,Barcelona,2,2,65,,Fotocasa,https://www.fotocasa.es/es/alquiler/vivienda/barcelona-capital/calefaccion---patio-parking-internet-no-amueblado/162875350/d,2022-04-10
3093,162874245,2500,Sant Martí,Barcelona,1,2,265,3ª,Fotocasa,https://www.fotocasa.es/es/alquiler/vivienda/barcelona-capital/-acondicionado-calefaccion--amueblado/162874245/d,2022-04-10
3094,162874241,2000,Sarrià - Sant Gervasi,Barcelona,4,2,160,6ª,Fotocasa,https://www.fotocasa.es/es/alquiler/vivienda/barcelona-capital/-acondicionado-calefaccion-/162874241/d,2022-04-10
3095,162873611,1800,Sarrià - Sant Gervasi,Barcelona,5,2,150,3ª,Fotocasa,https://www.fotocasa.es/es/alquiler/vivienda/barcelona-capital/-acondicionado-calefaccion--no-amueblado/162873611/d,2022-04-10
3096,162873414,950,Horta - Guinardó,Barcelona,3,1,75,6ª,Fotocasa,https://www.fotocasa.es/es/alquiler/vivienda/barcelona-capital/-acondicionado-calefaccion--no-amueblado/162873414/d,2022-04-10
3097,162872851,1500,Sarrià - Sant Gervasi,Barcelona,3,2,91,1ª,Fotocasa,https://www.fotocasa.es/es/alquiler/vivienda/barcelona-capital/calefaccion--/162872851/d,2022-04-10
3098,162872091,1400,Eixample,Barcelona,2,2,66,4ª,Fotocasa,https://www.fotocasa.es/es/alquiler/vivienda/barcelona-capital/-acondicionado--amueblado/162872091/d,2022-04-10
3099,162871907,2300,Sarrià - Sant Gervasi,Barcelona,4,3,170,3ª,Fotocasa,https://www.fotocasa.es/es/alquiler/vivienda/barcelona-capital/calefaccion-parking---no-amueblado/162871907/d,2022-04-10
3100,162871139,1250,Horta - Guinardó,Barcelona,4,2,100,4ª,Fotocasa,https://www.fotocasa.es/es/alquiler/vivienda/barcelona-capital/calefaccion--no-amueblado/162871139/d,2022-04-10
3101,162871058,1100,Gràcia,Barcelona,3,2,71,1ª,Fotocasa,https://www.fotocasa.es/es/alquiler/vivienda/barcelona-capital//162871058/d,2022-04-10
3102,162871050,2300,Eixample,Barcelona,2,1,70,2ª,Fotocasa,https://www.fotocasa.es/es/alquiler/vivienda/barcelona-capital/-acondicionado-calefaccion-amueblado/162871050/d,2022-04-10
3103,162868859,2850,Sarrià - Sant Gervasi,Barcelona,2,2,120,1ª,Fotocasa,https://www.fotocasa.es/es/alquiler/vivienda/barcelona-capital/-acondicionado-calefaccion---amueblado/162868859/d,2022-04-10
3104,162867216,1400,Sant Martí,Barcelona,2,1,50,,Fotocasa,https://www.fotocasa.es/es/alquiler/vivienda/barcelona-capital/-acondicionado---amueblado/162867216/d,2022-04-10
3105,162009566,675,Ciutat Vella,Barcelona,1,1,35,3ª,Fotocasa,https://www.fotocasa.es/es/alquiler/vivienda/barcelona-capital/no-amueblado/162009566/d,2022-04-10
3106,160567901,2500,Eixample,Barcelona,3,2,110,3ª,Fotocasa,https://www.fotocasa.es/es/alquiler/vivienda/barcelona-capital/-acondicionado-calefaccion--amueblado/160567901/d,2022-04-10
3107,162498891,1250,Sant Martí,Barcelona,3,2,124,3ª,Fotocasa,https://www.fotocasa.es/es/alquiler/vivienda/barcelona-capital/-amueblado-se-aceptan-mascotas/162498891/d,2022-04-10
3108,161486538,3750,Sarrià - Sant Gervasi,Barcelona,5,4,316,1ª,Fotocasa,https://www.fotocasa.es/es/alquiler/vivienda/barcelona-capital/-zona-comunitaria--parking-no-amueblado/161486538/d,2022-04-10
3109,162615604,790,Nou Barris,Barcelona,2,1,61,Bajos,Fotocasa,https://www.fotocasa.es/es/alquiler/vivienda/barcelona-capital/calefaccion--patio/162615604/d,2022-04-10
3110,162864330,1895,Eixample,Barcelona,2,2,78,,Fotocasa,https://www.fotocasa.es/es/alquiler/vivienda/barcelona-capital/calefaccion--amueblado/162864330/d,2022-04-10
3111,162863692,1850,Sarrià - Sant Gervasi,Barcelona,3,2,120,,Fotocasa,https://www.fotocasa.es/es/alquiler/vivienda/barcelona-capital/-acondicionado-calefaccion-/162863692/d,2022-04-10
3112,162862478,2300,Sarrià - Sant Gervasi,Barcelona,4,3,138,,Fotocasa,https://www.fotocasa.es/es/alquiler/vivienda/barcelona-capital/-acondicionado-calefaccion--trastero-/162862478/d,2022-04-10
3113,162861941,925,Sarrià - Sant Gervasi,Barcelona,1,1,45,Calefacción,Fotocasa,https://www.fotocasa.es/es/alquiler/vivienda/barcelona-capital/-acondicionado-calefaccion-amueblado/162861941/d,2022-04-10
3114,162859900,1573,Sarrià - Sant Gervasi,Barcelona,2,2,70,2ª,Fotocasa,https://www.fotocasa.es/es/alquiler/vivienda/barcelona-capital/-acondicionado-calefaccion--/162859900/d,2022-04-10
3115,162859836,1500,Sarrià - Sant Gervasi,Barcelona,3,1,100,Bajos,Fotocasa,https://www.fotocasa.es/es/alquiler/vivienda/barcelona-capital/-acondicionado-calefaccion--no-amueblado/162859836/d,2022-04-10
3116,162443542,950,Sarrià - Sant Gervasi,Barcelona,1,1,39,1ª,Fotocasa,https://www.fotocasa.es/es/alquiler/vivienda/barcelona-capital/-/162443542/d,2022-04-10
3117,160620078,920,Ciutat Vella,Barcelona,1,1,43,4ª,Fotocasa,https://www.fotocasa.es/es/alquiler/vivienda/barcelona-capital/-acondicionado-calefaccion-amueblado-television/160620078/d,2022-04-10
3118,154399725,1350,Eixample,Barcelona,1,1,45,4ª,Fotocasa,https://www.fotocasa.es/es/alquiler/vivienda/barcelona-capital/-acondicionado-calefaccion-amueblado-television-internet/154399725/d,2022-04-10
3119,161835221,1010,Eixample,Barcelona,3,1,72,,Fotocasa,https://www.fotocasa.es/es/alquiler/vivienda/barcelona-capital/-acondicionado--/161835221/d,2022-04-10
3120,162854939,1800,Eixample,Barcelona,2,1,49,1ª,Fotocasa,https://www.fotocasa.es/es/alquiler/vivienda/barcelona-capital/-acondicionado-calefaccion--amueblado-television-internet/162854939/d,2022-04-10
3121,162795112,1800,Sarrià - Sant Gervasi,Barcelona,4,2,135,1ª,Fotocasa,https://www.fotocasa.es/es/alquiler/vivienda/barcelona-capital/calefaccion-trastero-/162795112/d,2022-04-10
3122,162793212,1980,Sarrià - Sant Gervasi,Barcelona,3,2,110,3ª,Fotocasa,https://www.fotocasa.es/es/alquiler/vivienda/barcelona-capital/-acondicionado-calefaccion-parking--/162793212/d,2022-04-10
3123,162854446,1518,Ciutat Vella,Barcelona,2,1,60,Entresuelo,Fotocasa,https://www.fotocasa.es/es/alquiler/vivienda/barcelona-capital/-acondicionado-calefaccion-internet/162854446/d,2022-04-10
3124,162407504,1350,Gràcia,Barcelona,2,1,60,Principal,Fotocasa,https://www.fotocasa.es/es/alquiler/vivienda/barcelona-capital/-acondicionado-calefaccion--amueblado-television-internet/162407504/d,2022-04-10
3125,158952482,1300,Sarrià - Sant Gervasi,Barcelona,4,2,90,1ª,Fotocasa,https://www.fotocasa.es/es/alquiler/vivienda/barcelona-capital/calefaccion--/158952482/d,2022-04-10
3126,158541284,1050,Sarrià - Sant Gervasi,Barcelona,3,1,80,1ª,Fotocasa,https://www.fotocasa.es/es/alquiler/vivienda/barcelona-capital/calefaccion--/158541284/d,2022-04-10
3127,162400438,1550,Eixample,Barcelona,3,2,133,Calefacción,Fotocasa,https://www.fotocasa.es/es/alquiler/vivienda/barcelona-capital/-acondicionado-calefaccion-amueblado/162400438/d,2022-04-10
3128,161671087,750,Ciutat Vella,Barcelona,1,1,38,1ª,Fotocasa,https://www.fotocasa.es/es/alquiler/vivienda/barcelona-capital/television/161671087/d,2022-04-10
